longitude,latitude
84.93529999999997,24.487000000000002
84.93529999999997,24.537000000000003
84.93529999999997,24.587000000000003
84.93529999999997,24.637000000000004
84.93529999999997,24.687000000000005
84.93529999999997,24.737000000000005
84.93529999999997,24.787000000000006
84.93529999999997,24.837000000000007
84.93529999999997,24.887000000000008
84.93529999999997,24.93700000000001
84.98529999999997,24.437
84.98529999999997,24.487000000000002
84.98529999999997,24.537000000000003
84.98529999999997,24.587000000000003
84.98529999999997,24.637000000000004
84.98529999999997,24.687000000000005
84.98529999999997,24.737000000000005
84.98529999999997,24.787000000000006
84.98529999999997,24.837000000000007
84.98529999999997,24.887000000000008
84.98529999999997,24.93700000000001
84.98529999999997,24.98700000000001
85.03529999999996,24.437
85.03529999999996,24.487000000000002
85.03529999999996,24.537000000000003
85.03529999999996,24.587000000000003
85.03529999999996,24.637000000000004
85.03529999999996,24.687000000000005
85.03529999999996,24.737000000000005
85.03529999999996,24.787000000000006
85.03529999999996,24.837000000000007
85.03529999999996,24.887000000000008
85.03529999999996,24.93700000000001
85.03529999999996,24.98700000000001
85.08529999999996,24.387
85.08529999999996,24.437
85.08529999999996,24.487000000000002
85.08529999999996,24.537000000000003
85.08529999999996,24.587000000000003
85.08529999999996,24.637000000000004
85.08529999999996,24.687000000000005
85.08529999999996,24.737000000000005
85.08529999999996,24.787000000000006
85.08529999999996,24.837000000000007
85.08529999999996,24.887000000000008
85.08529999999996,24.93700000000001
85.08529999999996,24.98700000000001
85.13529999999996,24.437
85.13529999999996,24.487000000000002
85.13529999999996,24.537000000000003
85.13529999999996,24.587000000000003
85.13529999999996,24.637000000000004
85.13529999999996,24.687000000000005
85.13529999999996,24.737000000000005
85.13529999999996,24.787000000000006
85.13529999999996,24.837000000000007
85.13529999999996,24.887000000000008
85.13529999999996,24.93700000000001
85.13529999999996,24.98700000000001
85.13529999999996,25.03700000000001
85.18529999999996,24.487000000000002
85.18529999999996,24.537000000000003
85.18529999999996,24.587000000000003
85.18529999999996,24.637000000000004
85.18529999999996,24.687000000000005
85.18529999999996,24.737000000000005
85.18529999999996,24.787000000000006
85.18529999999996,24.837000000000007
85.18529999999996,24.887000000000008
85.18529999999996,24.93700000000001
85.18529999999996,24.98700000000001
85.18529999999996,25.03700000000001
85.23529999999995,24.487000000000002
85.23529999999995,24.537000000000003
85.23529999999995,24.587000000000003
85.23529999999995,24.637000000000004
85.23529999999995,24.687000000000005
85.23529999999995,24.737000000000005
85.23529999999995,24.787000000000006
85.23529999999995,24.837000000000007
85.23529999999995,24.887000000000008
85.23529999999995,24.93700000000001
85.23529999999995,24.98700000000001
